"W","A","event","time"
1,1,1,1.85658710865053
1,1,1,1.45756352644913
0,1,1,4.33669892494864
0,2,0,6
1,0,1,3.61630467046673
0,1,0,6
0,2,1,5.58117916715297
0,2,2,2.16985060950257
0,2,0,6
1,1,2,2.64891900625633
0,1,2,1.9206371248753
0,1,0,6
1,1,2,3.28293718317713
1,1,1,4.53292890562615
1,1,0,6
0,2,2,3.56672956443545
0,2,2,1.48559345765592
1,0,1,4.18956166215367
0,2,1,0.231717853433431
1,1,2,4.85266494967095
1,1,0,6
0,2,0,6
1,0,1,0.541019275919782
1,1,0,6
1,1,1,5.07815679524789
0,1,0,6
0,2,0,6
1,0,0,6
1,1,2,5.71471095582402
0,1,1,2.64956098134826
0,2,0,6
1,0,1,1.14055995489098
0,2,1,1.7264138555823
1,1,2,0.576650985725655
1,1,2,3.04438714043625
1,1,2,4.14408049415008
1,1,0,6
1,0,0,6
0,1,0,6
1,0,1,4.21402292414154
1,0,0,6
0,1,0,6
1,1,2,5.278833070057
1,1,2,3.19686632385147
0,1,2,1.98251356442023
1,0,1,3.40502446456365
0,2,0,6
1,0,0,6
0,1,2,1.36281374613063
1,1,2,2.4705352322267
0,2,1,3.42661499393168
0,2,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,1,2,0.578641796157265
1,1,0,6
1,0,0,6
1,1,2,1.15281993659314
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,0,2,1.60263068434051
0,2,0,6
1,1,2,2.21243841698984
0,2,0,6
1,0,2,2.59870575920785
0,2,0,6
1,0,1,0.437198705831555
1,1,1,0.174281239794024
0,1,2,0.384317671295719
0,1,0,6
0,1,1,3.30223035419722
0,1,0,6
1,0,1,4.08432052405932
0,1,2,3.56557159309138
0,2,2,1.58222313683206
0,1,2,4.23230144077256
0,1,2,5.3247537056706
0,1,1,1.36811016976829
1,1,2,0.841797994421382
1,1,0,6
0,1,2,3.79400905693058
0,1,2,1.59929077055183
1,1,2,0.329655154051307
1,0,2,5.19581789608359
1,1,0,6
0,1,2,1.35951572409138
0,1,2,0.117994442668469
0,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,2,3.73479256029719
0,1,2,2.2410344620726
0,1,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,1,0,6
0,1,0,6
0,2,2,4.71059182242309
1,1,2,3.76121497577448
0,1,2,3.13102048568239
1,1,0,6
1,0,0,6
1,0,0,6
1,1,2,5.49230010625673
0,1,2,1.6069789492145
1,1,0,6
1,0,1,1.21631555198468
0,2,2,2.65023759101665
0,2,0,6
0,2,1,1.43715173332419
1,0,0,6
1,1,0,6
1,0,1,0.665149184416383
1,1,1,2.411998433739
0,2,2,1.47635672129871
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,2,1,3.85588134674826
1,1,2,5.41383268444959
0,1,0,6
0,1,0,6
1,0,0,6
0,1,1,4.1044090027496
0,2,0,6
0,2,2,5.44681720405985
1,1,0,6
1,1,0,6
0,2,0,6
1,0,2,1.43472918611841
0,2,2,3.17734220284653
1,1,2,5.39860490290025
1,1,2,3.06530158164105
0,2,0,6
0,2,0,6
0,1,0,6
0,2,2,4.91030514487953
0,1,0,6
0,2,1,4.18772077341914
1,1,1,1.91559748030919
1,0,0,6
0,2,0,6
0,2,2,5.59255333304494
0,1,0,6
0,1,1,5.08682510159499
1,0,0,6
1,0,0,6
1,1,0,6
1,0,1,3.47493481477263
0,2,0,6
1,1,1,4.12441324338834
0,1,0,6
0,2,2,1.90049885683393
0,2,2,0.606998898340237
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,2,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,1,1,2.07491260677884
1,1,2,3.94276269549505
1,0,0,6
0,2,0,6
0,1,1,1.23519898038377
1,0,2,3.11341148617577
1,1,0,6
0,2,2,4.68804642547649
1,0,0,6
1,1,0,6
1,0,1,3.17171667820172
1,1,1,2.28593606384537
1,0,2,2.79781021417816
0,1,1,4.18597666628957
1,0,0,6
0,2,0,6
0,1,0,6
0,1,2,5.21772377382825
0,2,1,2.3585901942119
1,1,2,2.77991275672879
0,1,0,6
1,0,1,3.54777903175112
0,2,2,1.84198595196966
1,1,1,1.12617597529942
0,2,1,5.62589245131947
1,1,1,4.67839950139707
0,1,0,6
1,0,1,1.07768312776583
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,2,0,6
0,2,1,4.28971125376947
0,1,2,1.8748678842154
1,1,1,1.55146795621001
0,2,0,6
1,1,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,1,2,1.68958345477703
1,0,0,6
1,0,1,4.69699100398116
0,1,0,6
0,2,2,4.70921862215739
1,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,1,2,3.40982347980545
0,2,0,6
0,2,2,4.70497159671818
1,1,0,6
0,2,2,1.13247402671328
0,1,2,1.7400560385704
0,1,2,2.09350897109592
0,1,2,2.97115731532366
1,1,1,3.89973457075342
0,2,1,2.36182407320407
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
0,1,2,4.2224095325314
0,2,0,6
0,2,0,6
0,2,2,0.366926342365467
1,1,1,3.69622656782759
0,1,0,6
0,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,0,1,3.14162369319155
0,1,2,5.12326804040132
0,2,1,3.37859584248534
0,2,2,2.84467811044182
0,2,0,6
1,1,2,0.174233691522011
1,1,0,6
0,1,0,6
1,1,0,6
0,1,1,1.07627072247792
0,2,0,6
0,2,0,6
0,2,1,5.58356947283657
1,1,0,6
0,2,0,6
0,2,2,0.903317455200981
1,0,1,0.332658684339263
1,1,1,1.7372184506202
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,0,2,1.16069947306868
1,1,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,2,2,1.09149036040627
1,0,1,0.563518445435993
1,1,2,5.50305764243518
1,0,0,6
1,1,1,4.04158509133879
1,0,1,4.75845928774637
0,1,0,6
1,1,1,4.73814306507716
0,2,0,6
0,2,0,6
1,1,0,6
1,0,1,2.63945228974427
1,0,0,6
1,0,1,0.482397121139063
1,0,0,6
0,2,2,0.229203884772425
0,2,2,2.69309602000789
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,1,2,1.58617565778205
0,2,0,6
0,2,0,6
0,1,0,6
1,0,2,4.43405371588336
1,0,0,6
0,1,1,3.64860086385485
1,1,0,6
0,2,0,6
0,1,1,0.931526870609796
0,1,0,6
1,1,0,6
1,1,1,0.8159603633113
0,2,1,0.633544552435195
1,0,0,6
0,2,2,1.83365618221947
0,2,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,1,0.709949988850242
1,0,0,6
0,1,0,6
0,1,0,6
0,2,2,2.41152462260637
0,1,0,6
0,1,0,6
0,1,0,6
1,1,0,6
1,1,1,4.95704847238988
1,1,1,5.34519638943608
0,2,0,6
0,1,2,2.38424816802292
0,1,0,6
1,0,1,5.14390567634323
1,1,1,5.8097505814971
1,1,1,0.945558471966346
0,1,0,6
1,1,0,6
1,0,1,2.99168882575546
1,0,1,1.05082538110824
1,1,2,1.50428704442555
1,0,2,5.3038746948005
1,1,0,6
1,0,1,0.637522221446037
0,2,0,6
0,2,0,6
1,0,0,6
0,2,0,6
0,1,0,6
1,0,2,5.56535517940181
0,1,2,4.68906910974369
0,1,0,6
1,1,0,6
1,0,0,6
0,1,1,3.08065485901384
0,2,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,0,0,6
1,0,1,3.31344559365839
0,2,2,0.0745296585285362
1,1,2,3.8899217731381
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,1,1,0.456050728763619
1,0,2,0.214150840853294
1,1,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,1,2,4.81141935065661
0,2,2,2.81376332491474
0,1,1,3.38332104490518
1,1,2,1.98568698788101
1,1,0,6
1,0,1,0.885040969046586
1,0,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,0,1,5.29430650283898
1,1,2,1.38226584944681
1,1,1,2.55196150276357
0,1,1,2.38884030165454
1,0,1,4.00878730342891
1,1,0,6
0,1,0,6
0,1,2,3.92254533931096
1,0,0,6
1,0,2,1.88509328358241
1,0,1,3.01423428801483
1,1,0,6
1,0,1,4.68686806054439
1,1,2,0.197092850155309
1,0,0,6
1,0,0,6
1,1,1,3.50944605454235
0,2,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,1,1,1.38828528535752
1,1,1,1.41509321563864
1,0,0,6
1,1,1,3.17127701838523
1,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,0,0,6
1,1,2,3.88931987717768
1,1,0,6
0,1,0,6
1,1,2,5.57663662649102
0,1,0,6
1,0,0,6
0,1,1,4.4073018723458
1,0,0,6
1,1,1,4.65664551586939
1,1,2,0.454934486083543
0,1,1,3.76444314428066
0,1,0,6
0,2,1,5.83057733422202
1,1,2,5.47005895894912
1,0,0,6
0,1,2,3.71953790609736
0,2,0,6
1,0,0,6
1,1,0,6
1,0,0,6
0,1,2,2.80616534638956
0,2,0,6
1,0,0,6
0,1,1,5.51840472527129
1,1,1,4.05869101636259
0,1,2,2.30497119866819
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,0,1,1.75742020873423
1,1,2,4.1287755033991
0,1,0,6
1,1,2,1.85933504938904
1,0,0,6
1,1,0,6
1,1,1,2.57126610114947
1,1,1,0.508449012902095
0,2,2,4.0201505054644
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,0,1,1.00030423715483
0,1,0,6
0,2,2,0.653034853252932
0,2,0,6
1,1,0,6
0,1,1,2.68752290566523
0,1,1,0.545489753854774
1,1,0,6
0,2,1,5.42768480248353
0,1,0,6
0,1,0,6
1,0,1,3.50798440433983
1,0,0,6
0,2,2,0.147224656242818
1,1,0,6
1,0,1,2.68953802613554
0,1,1,5.08549834840859
0,2,2,0.990466344856323
1,1,0,6
1,1,2,2.69149890271982
0,2,0,6
0,1,2,5.93177670123954
1,0,0,6
0,2,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,2,2,2.5382091230452
0,1,0,6
1,1,2,4.95151757675782
1,0,2,0.847698352570746
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,1,2,5.0622660433774
0,1,2,3.33587790079999
0,1,0,6
1,1,1,0.653479524732687
0,1,0,6
0,2,0,6
1,1,0,6
0,2,1,3.24612790099795
1,1,1,1.34899639182589
0,2,0,6
1,1,0,6
1,0,0,6
0,1,1,3.85066252881868
0,1,1,1.26768780500798
0,2,0,6
1,1,2,5.84867750614271
1,1,1,3.561281729204
0,1,2,2.39373944074421
1,1,1,4.0943166962591
0,1,0,6
1,0,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,2,0,6
1,1,2,0.686974029343516
1,0,1,4.29500288102811
1,1,2,0.0528004011761271
0,2,0,6
1,1,0,6
1,0,1,1.25628301525588
1,0,1,1.99051649431763
1,0,1,3.38967084581114
0,2,0,6
1,1,2,1.4044805747576
1,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,1,2,2.96405096253772
0,1,0,6
1,0,2,0.600531537016096
0,2,2,5.15353895129173
0,2,1,1.33633069782803
0,2,2,4.59440070420579
1,0,1,5.25102770252912
0,2,0,6
1,0,1,1.95329269048974
0,1,0,6
1,1,0,6
1,0,1,0.126954342938241
0,1,1,1.6787084302635
0,1,0,6
0,2,0,6
0,2,2,0.849842006078241
0,1,1,5.84439094120528
1,0,1,4.69233679553705
1,0,2,4.50689120456595
0,2,0,6
1,1,0,6
1,1,0,6
1,0,1,4.45064944830559
1,0,1,2.09573472618557
1,1,0,6
1,0,1,4.4822441217097
0,1,2,1.64479709980607
1,0,0,6
0,1,1,1.38922520167002
0,2,2,1.36609527232354
1,0,0,6
1,0,0,6
0,2,1,0.640416258851449
0,1,1,3.23669183728809
0,1,2,1.61956101316939
1,0,1,1.37792439302077
1,1,0,6
1,0,0,6
0,1,0,6
0,2,2,2.75465475918891
0,2,0,6
0,1,1,0.338546727915265
0,1,2,0.154398718376906
1,1,1,0.782379336352486
1,1,0,6
1,0,0,6
0,2,2,0.449773051158707
0,2,0,6
1,0,0,6
0,1,0,6
0,2,1,4.78332162748629
1,0,1,2.274700735904
1,1,2,3.90463134000404
0,2,0,6
1,0,2,0.512598930469717
1,1,1,3.21220463919778
0,1,1,4.43906977011839
0,2,2,3.89738787829024
1,0,0,6
1,1,0,6
1,1,0,6
1,0,2,2.15027286542794
1,1,0,6
1,0,1,1.00112881090461
0,2,0,6
1,1,2,3.22668529812752
0,2,0,6
0,1,2,2.02993778922114
1,0,1,4.8728999372744
1,0,1,3.26541938382988
0,2,0,6
0,2,1,5.26822158799908
0,1,0,6
0,1,0,6
1,1,0,6
0,2,0,6
0,2,0,6
0,2,1,0.0650239208910887
0,1,1,1.01562980752371
1,0,1,5.36455603406429
1,1,0,6
0,1,0,6
0,2,2,2.18867719897768
0,1,0,6
1,0,0,6
1,0,0,6
0,2,2,2.71721134513005
0,1,1,3.10022002365048
1,0,0,6
1,1,1,1.00642177834716
0,1,2,2.5507063484025
0,1,2,5.91513791353504
1,1,1,5.69869861218622
0,1,2,4.21761301480564
1,0,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,1,2,2.72111023561575
0,2,2,1.48722915371999
0,2,0,6
0,1,0,6
1,0,0,6
0,1,0,6
1,0,1,4.46050377594776
1,0,0,6
1,0,0,6
1,1,1,2.3466468357039
1,0,2,5.81092918240307
0,1,1,3.25037664958497
1,1,0,6
0,2,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,1,1,0.235472947127347
1,0,1,5.26346854246171
0,1,0,6
0,1,1,3.76870700817793
0,2,0,6
0,1,1,3.58520857310615
0,1,0,6
1,1,0,6
1,0,1,1.21473688718391
0,2,0,6
0,2,0,6
1,1,1,1.25228192794339
1,1,0,6
1,1,0,6
0,2,2,2.18094520901489
1,1,0,6
1,1,0,6
1,1,1,3.91455921053909
0,1,2,4.95795954344705
0,2,0,6
1,1,1,4.41592652252613
0,2,2,1.76575969358891
0,2,1,3.94787382632495
1,0,1,0.980402031767443
0,1,2,5.48352511938023
0,1,2,4.79437551855018
0,2,0,6
1,1,2,0.450420585506704
1,0,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
0,2,2,2.55214782536851
1,1,0,6
0,2,2,0.884231854235588
0,2,0,6
1,1,0,6
1,0,0,6
1,0,1,3.16681666832903
1,0,1,3.13021413987993
1,0,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,2,2.68223359773103
0,2,1,2.87898329440611
1,0,0,6
0,2,2,5.47454505758905
0,1,2,4.37228207526121
1,1,0,6
1,1,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,0,1,0.66562980679122
0,1,2,1.40011154186303
1,0,0,6
1,1,2,3.73743326061823
1,0,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,2,1.89011611567792
1,0,1,4.75789173496596
1,1,0,6
1,1,1,4.15337535120766
1,0,1,2.004131515034
0,1,1,3.04177775927125
1,0,0,6
1,1,1,2.78670163853176
0,1,1,1.08212877580205
0,1,0,6
1,1,1,3.39850152075833
1,1,1,2.11618347262551
1,1,0,6
0,2,2,4.75910248246723
1,0,0,6
0,2,2,1.80380484226853
0,1,0,6
1,1,0,6
0,1,1,5.89613831157951
1,0,1,3.81678297247514
0,1,0,6
1,0,0,6
0,1,0,6
0,2,2,5.67853863292829
0,1,0,6
0,2,0,6
1,1,2,0.165754578054121
1,0,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,2,3.43759561191786
1,1,0,6
1,0,1,1.16475091526403
1,1,2,2.3645031197441
0,1,1,2.06645398377105
1,0,1,4.29370911499353
1,0,1,5.8515632326821
0,2,0,6
0,1,1,4.55330892394597
1,1,2,1.36277249169104
0,2,1,5.7934635725773
0,2,0,6
0,1,0,6
0,2,2,5.05276873837929
1,1,0,6
1,0,1,3.39912977368575
0,1,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,0,1,4.86097753486389
0,1,0,6
1,0,1,5.16558633162552
1,0,0,6
0,1,1,2.94723370249015
0,2,0,6
1,0,0,6
1,1,1,0.0623034588552938
1,1,0,6
0,2,0,6
0,1,2,0.750696368201103
0,2,1,0.625856239085071
1,1,0,6
1,0,2,3.25982762015082
1,0,0,6
1,0,2,5.65981695141703
0,1,0,6
1,1,2,2.18237229899208
0,2,2,5.56842064538
1,0,1,5.60063084241578
1,1,0,6
0,1,2,1.77372548700686
0,2,0,6
1,0,2,0.732965938840303
1,1,1,1.36040205687465
1,0,0,6
1,1,2,2.3339274232478
0,1,1,0.720568976666958
1,0,1,0.628208803547913
0,2,2,2.38539805474335
0,2,0,6
1,1,2,5.86813157782787
0,2,2,4.71823327877466
1,1,2,5.25070612382272
0,1,0,6
1,0,0,6
0,1,1,1.48672051964287
1,0,0,6
0,1,1,0.733644346994178
1,0,0,6
1,0,1,3.89561227124377
0,2,0,6
1,1,0,6
0,2,0,6
1,0,1,2.94870126972595
0,2,0,6
1,0,1,2.34655214087652
0,2,2,1.39607178650561
0,2,2,2.14019819784457
0,2,0,6
0,1,2,1.80826503719337
1,0,0,6
0,1,1,0.702834112038286
0,1,2,0.434332454542443
0,1,1,0.396583879810704
1,0,1,5.43002307569933
1,0,1,3.80599404715041
0,1,2,1.24483965785675
1,0,1,2.22307381658693
0,2,1,4.96070430751577
0,2,0,6
0,2,0,6
1,1,2,5.48387327050966
1,0,0,6
0,1,1,4.70983072730795
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.15954235165034
0,1,0,6
1,0,0,6
1,1,1,1.72287107528261
0,1,1,5.69194512489991
0,2,0,6
1,0,1,4.49722303265272
0,1,0,6
0,2,2,2.81311902473723
1,1,1,0.148923281463975
1,0,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,0,1,4.58761750602396
0,2,0,6
1,0,0,6
1,0,1,3.37877427848666
1,1,2,0.862567077066077
1,1,0,6
1,1,0,6
1,1,2,4.48641189270276
1,0,0,6
1,0,0,6
0,1,0,6
0,1,2,3.60344386418285
0,2,1,4.79981002805726
1,0,2,1.12808569080621
1,1,0,6
1,1,1,4.23391804907103
1,0,2,3.95582262081724
0,2,0,6
0,1,1,2.07291824254334
0,2,1,4.03301211263347
1,0,0,6
1,0,1,5.96664909380872
1,1,2,3.29053369195407
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,1,4.01845687520404
0,1,1,1.07987451367448
0,1,0,6
1,1,0,6
1,0,1,1.60005142023922
0,1,2,4.8295432239332
1,1,1,0.0105184937421741
0,1,1,2.58146163243249
1,1,1,5.55949308681566
1,1,2,2.37252625887216
1,0,0,6
1,1,2,5.54488018267412
1,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
0,1,0,6
1,0,1,4.10411153565437
0,1,1,4.1509685901332
0,1,0,6
1,1,2,2.68571240500417
0,1,1,1.43867741559189
0,2,2,4.07059590839159
0,1,0,6
1,0,1,3.25526853926811
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,2,1,1.23738306497479
0,1,0,6
1,0,1,0.680267197028553
1,0,0,6
0,1,2,5.87574310783862
1,1,0,6
1,1,0,6
1,0,1,0.0598479999195692
0,1,0,6
0,1,0,6
1,1,2,0.228431935082227
1,1,0,6
0,1,0,6
1,1,2,5.80436820234796
0,1,2,4.60911550100113
1,1,2,1.2955068012666
1,1,0,6
1,1,1,3.53821699752556
1,0,1,5.21032194838526
0,1,0,6
1,0,0,6
1,0,1,0.457148221791704
1,1,0,6
1,0,1,4.34700292548441
0,1,0,6
0,1,0,6
0,1,1,4.54568924905133
0,2,2,2.2776233185269
1,1,0,6
0,1,0,6
0,1,2,0.640667993745176
0,2,2,0.123498311487814
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,1,0,6
0,1,0,6
0,2,2,4.7008491875126
0,1,0,6
0,2,0,6
1,1,1,0.654066647714497
0,1,2,3.83570348904864
0,1,0,6
0,1,2,2.78709696746644
0,2,0,6
0,1,2,3.97951348343745
1,0,0,6
0,2,0,6
0,1,0,6
0,1,2,5.29470848092591
0,2,0,6
0,1,1,0.296516278282497
0,2,2,2.61585284465961
0,2,0,6
0,1,1,5.25623426532919
0,1,0,6
1,0,0,6
1,1,0,6
0,2,0,6
0,1,0,6
0,1,1,5.5522228689161
0,2,2,0.580365464583081
1,0,0,6
0,2,2,0.187439162279859
1,0,2,5.92240022573755
0,2,0,6
0,1,0,6
0,1,0,6
0,2,2,1.96070443841943
0,2,2,4.18177222419872
0,1,0,6
0,1,2,0.224758026182334
0,1,2,3.57651511842653
0,2,2,0.316627668896094
1,0,0,6
1,0,0,6
0,1,2,0.623094404719617
0,2,2,5.95608801519211
0,2,0,6
1,0,1,1.67596493546769
0,2,0,6
0,2,0,6
1,0,2,5.6486915190755
0,1,2,2.31226501440344
1,1,2,0.434397860525929
0,1,1,2.36943428331273
1,1,0,6
1,0,0,6
0,1,2,1.1981273291061
1,0,1,0.622142279987385
1,1,2,2.07886673971672
0,2,2,3.79772635862537
0,2,2,2.50739250578359
1,1,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,2,2,5.17449781736808
0,2,0,6
1,1,2,4.11756061582344
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,1,2,4.83363363485643
0,1,2,5.936668520782
0,1,0,6
1,0,0,6
0,2,0,6
0,1,1,2.4904453773857
1,1,2,5.7432415356037
1,1,2,3.54470092116162
0,2,2,5.88049106354936
1,0,1,0.939173192939123
1,1,0,6
0,1,1,2.58900656718647
0,2,0,6
0,1,0,6
1,1,1,3.49457453368038
1,0,1,1.47149270289616
1,0,0,6
0,2,2,3.75011901262308
1,0,0,6
1,0,0,6
0,2,1,3.81055770924803
1,1,0,6
1,1,0,6
1,1,0,6
1,0,1,5.81158548395589
1,0,0,6
0,2,0,6
0,2,1,5.47408454520559
0,1,1,0.891666533086441
0,1,1,2.86776231266574
1,0,1,5.99432577051242
1,0,0,6
1,0,0,6
0,1,0,6
0,2,2,1.07244010407853
0,1,1,1.80963989681285
1,1,0,6
1,1,0,6
0,2,0,6
1,1,2,2.07580084430068
0,2,0,6
1,0,2,1.44126217822132
0,1,0,6
1,0,1,4.3919399612864
0,2,0,6
0,2,0,6
0,1,1,1.27649118024966
1,1,2,4.5182883721173
0,1,1,4.97986410559036
0,1,0,6
0,2,0,6
0,2,0,6
0,2,2,2.69361285462276
0,1,0,6
1,1,0,6
0,1,2,3.42114112312464
0,2,0,6
1,1,2,3.01019182201621
1,1,0,6
0,1,1,4.23588789132226
1,0,0,6
1,0,0,6
0,2,0,6
0,2,2,4.03644009945622
0,1,0,6
1,1,0,6
1,1,2,2.58435740872828
0,1,2,4.7996680991788
0,2,2,5.68941196648644
1,1,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,2,4.7211283749076
0,2,1,5.33793747873637
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,2,2,2.33863213877043
1,1,1,2.35345658648806
0,2,0,6
0,2,0,6
1,1,1,5.59407006416086
0,2,0,6
0,2,0,6
1,1,1,4.85227138822396
0,2,1,0.368416816123883
0,1,1,1.9724997215702
1,1,2,3.38906115173002
1,0,1,5.75010615116186
0,2,1,3.34373207816578
0,2,0,6
1,1,2,2.62781023701678
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,2,2.55671130368489
0,1,2,3.58404836928055
1,0,0,6
0,2,1,5.52848379596415
0,2,0,6
1,0,1,5.58268737238934
1,0,1,2.92408751950696
1,1,0,6
1,0,1,5.14831761156714
0,1,0,6
1,1,2,4.47256508394863
1,1,1,1.15481548334975
1,1,0,6
0,2,0,6
0,2,2,5.98584634659874
1,1,0,6
0,1,0,6
1,1,2,2.29453409325891
1,1,0,6
0,1,1,0.69107047705943
1,0,2,2.83507860888438
1,1,0,6
0,1,1,3.02786321141821
0,2,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,1,1,0.347131827488443
0,1,2,2.36986788491083
0,1,0,6
1,1,0,6
1,1,2,4.85137665655689
1,1,2,5.04511660335493
1,1,0,6
1,1,1,1.66232910273985
0,2,2,5.85552614389399
0,2,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,2,2,4.40428476825226
0,2,0,6
0,2,0,6
0,2,0,6
1,1,0,6
0,1,0,6
1,0,1,4.29492833191693
1,1,0,6
0,2,2,0.359133585972963
1,1,0,6
1,0,0,6
0,1,0,6
1,1,0,6
1,0,2,1.51805656877287
0,2,0,6
0,1,1,5.88135427714689
1,1,0,6
1,0,0,6
0,1,2,2.18957958833099
1,0,0,6
0,1,0,6
1,1,0,6
1,1,1,2.66698928722443
0,1,2,4.67903001064484
1,1,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,1,2,1.81919362970147
1,0,0,6
0,2,1,2.60027613516433
0,2,0,6
0,1,0,6
1,0,1,3.16382666744449
1,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,2,2,3.94142510690994
1,0,0,6
1,1,0,6
1,0,2,3.99238109312112
1,0,0,6
1,0,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,0,0,6
1,1,2,2.13090682457148
1,1,2,4.7583003189359
0,2,2,1.28964368542804
1,1,1,3.04143322679761
0,2,2,1.39413372681977
1,0,0,6
0,2,1,3.68785657108656
1,0,0,6
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
0,1,0,6
1,0,0,6
1,0,0,6
0,2,1,3.9895848238354
0,2,0,6
0,1,1,2.82926386357314
1,0,0,6
1,1,2,0.875751619985997
1,1,0,6
1,0,0,6
0,2,0,6
1,1,1,1.12398457334488
1,0,0,6
0,2,2,0.668886469120335
1,0,0,6
0,2,2,1.81408013004296
0,2,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,1,2,3.9639939450579
0,2,0,6
1,1,0,6
1,0,1,2.63140115955424
1,1,0,6
1,0,0,6
0,2,2,0.799005685516077
0,2,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,1,2.44452104564946
0,2,0,6
0,2,0,6
0,1,0,6
1,0,0,6
0,2,2,0.594995828124221
0,1,0,6
0,1,0,6
1,0,1,4.3924968258711
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,2,0,6
0,1,1,0.32664957548638
0,1,1,5.87352360843131
0,1,2,2.10163024726698
1,0,0,6
1,0,0,6
0,2,2,0.0553914469987124
1,1,0,6
1,0,0,6
0,2,2,0.885786801060787
1,1,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,1,1,4.12981382026802
1,1,0,6
1,1,2,2.50024769535849
0,2,0,6
0,2,2,0.270906667999696
0,2,0,6
0,1,0,6
1,1,0,6
0,2,2,0.146302165312059
0,2,2,4.13584858953688
1,0,0,6
0,1,0,6
0,1,1,3.84528980585357
1,1,2,4.38106897935834
1,1,1,1.10327236520247
0,2,0,6
0,1,1,3.03990421660459
0,1,0,6
0,2,2,3.61318153748749
0,1,1,5.71147512994214
1,0,0,6
